"Area","Year","forest_area","num_cattle","Land.area..sq..km.","cattle_per_sqkm","Percent_Change"
"Afghanistan",2010,1208.44,727800,652860,1.1147872438195,0
"Afghanistan",2000,1208.44,700000,652860,1.07220537328064,0
"Afghanistan",2008,1208.44,739000,652860,1.13194252979199,0
"Afghanistan",2016,1208.44,589150,652860,0.902413993811843,0
"Afghanistan",2006,1208.44,651700,652860,0.998223202524278,0
"Afghanistan",2002,1208.44,833000,652860,1.27592439420396,0
"Afghanistan",1994,1208.44,630000,652860,0.964984835952578,0
"Afghanistan",1998,1208.44,950000,652860,1.45513586373801,0
"Afghanistan",1996,1208.44,794000,652860,1.21618723769261,0
"Afghanistan",1992,1208.44,480000,652860,0.735226541678155,0
"Afghanistan",1990,1208.44,480000,652860,0.735226541678155,0
"Afghanistan",2014,1208.44,669717,652860,1.02582023711056,0
"Afghanistan",2018,1208.44,510637,652860,0.782153907422725,0
"Afghanistan",2004,1208.44,829000,652860,1.26979750635665,0
"Afghanistan",2012,1208.44,772000,652860,1.18248935453237,0
"Albania",1996,777.1,315000,27400,11.4963503649635,0.0126774847870211
"Albania",2004,774.408,355000,27400,12.956204379562,0.0126774847870211
"Albania",2000,769.3,340000,27400,12.4087591240876,0.0126774847870211
"Albania",1998,773.2,304000,27400,11.0948905109489,0.0126774847870211
"Albania",2006,776.962,420000,27400,15.3284671532847,0.0126774847870211
"Albania",2002,771.854,357800,27400,13.0583941605839,0.0126774847870211
"Albania",1992,784.9,210000,27400,7.66423357664234,0.0126774847870211
"Albania",2018,789.015,257785,27400,9.40821167883212,0.0126774847870211
"Albania",2014,787.764,306522,27400,11.1869343065693,0.0126774847870211
"Albania",2008,779.516,360000,27400,13.1386861313869,0.0126774847870211
"Albania",1990,788.8,182000,27400,6.64233576642336,0.0126774847870211
"Albania",1994,781,260000,27400,9.48905109489051,0.0126774847870211
"Albania",2012,784.917,303078,27400,11.0612408759124,0.0126774847870211
"Albania",2010,782.07,370000,27400,13.5036496350365,0.0126774847870211
"Albania",2016,789.13,327272,27400,11.9442335766423,0.0126774847870211
"Algeria",2010,1918,680000,2381740,0.285505554762485,16.9166166766647
"Algeria",1996,1614.2,588300,2381740,0.247004290980544,16.9166166766647
"Algeria",2012,1933.2,700000,2381740,0.293902776961381,16.9166166766647
"Algeria",2006,1782.4,627000,2381740,0.263252915935409,16.9166166766647
"Algeria",1994,1631.8,615000,2381740,0.258214582616071,16.9166166766647
"Algeria",1992,1649.4,600000,2381740,0.251916665966898,16.9166166766647
"Algeria",1990,1667,584000,2381740,0.245198888207781,16.9166166766647
"Algeria",2016,1954.6,790000,2381741,0.331690137592627,16.9166166766647
"Algeria",2014,1948.4,790330,2381740,0.331828831022698,16.9166166766647
"Algeria",2000,1579,670000,2381740,0.281306943663036,16.9166166766647
"Algeria",2008,1850.2,640000,2381740,0.268711110364691,16.9166166766647
"Algeria",2004,1714.6,645000,2381740,0.270810415914416,16.9166166766647
"Algeria",2018,1951.8,677777,2381741,0.284572084034326,16.9166166766647
"Algeria",2002,1646.8,600000,2381740,0.251916665966898,16.9166166766647
"Algeria",1998,1596.6,562000,2381740,0.235961943788995,16.9166166766647
"Angola",1990,79262.78,400000,1246700,0.320847036175503,-15.9663842222037
"Angola",1998,78019.444,470000,1246700,0.376995267506216,-15.9663842222037
"Angola",2000,77708.61,481000,1246700,0.385818561001043,-15.9663842222037
"Angola",2010,72158,580000,1246700,0.46522820245448,-15.9663842222037
"Angola",2008,73268.122,570000,1246700,0.457207026550092,-15.9663842222037
"Angola",2012,71047.876,600000,1246700,0.481270554263255,-15.9663842222037
"Angola",2014,69937.752,613904,1246700,0.492423197240715,-15.9663842222037
"Angola",1996,78330.278,400000,1246700,0.320847036175503,-15.9663842222037
"Angola",1994,78641.112,360000,1246700,0.288762332557953,-15.9663842222037
"Angola",1992,78951.946,384000,1246700,0.308013154728483,-15.9663842222037
"Angola",2006,74378.244,498000,1246700,0.399454560038502,-15.9663842222037
"Angola",2002,76598.488,498000,1246700,0.399454560038502,-15.9663842222037
"Angola",2004,75488.366,425000,1246700,0.340899975936472,-15.9663842222037
"Angola",2016,68827.628,599813,1246700,0.481120558273843,-15.9663842222037
"Angola",2018,67717.504,607567,1246700,0.487340178070105,-15.9663842222037
"Antigua and Barbuda",2018,8.252,500,440,1.13636363636364,-19.6834817012859
"Antigua and Barbuda",1996,9.714,2700,440,6.13636363636364,-19.6834817012859
"Antigua and Barbuda",1994,9.846,2900,440,6.59090909090909,-19.6834817012859
"Antigua and Barbuda",2010,8.78,793,440,1.80227272727273,-19.6834817012859
"Antigua and Barbuda",2004,9.182,2800,440,6.36363636363636,-19.6834817012859
"Antigua and Barbuda",2006,9.048,2800,440,6.36363636363636,-19.6834817012859
"Antigua and Barbuda",2016,8.384,800,440,1.81818181818182,-19.6834817012859
"Antigua and Barbuda",2000,9.45,2500,440,5.68181818181818,-19.6834817012859
"Antigua and Barbuda",2008,8.914,3000,440,6.81818181818182,-19.6834817012859
"Antigua and Barbuda",2002,9.316,2700,440,6.13636363636364,-19.6834817012859
"Antigua and Barbuda",2014,8.516,795,440,1.80681818181818,-19.6834817012859
"Antigua and Barbuda",1992,9.978,2900,440,6.59090909090909,-19.6834817012859
"Antigua and Barbuda",1990,10.11,2800,440,6.36363636363636,-19.6834817012859
"Antigua and Barbuda",2012,8.648,836,440,1.9,-19.6834817012859
"Antigua and Barbuda",1998,9.582,2500,440,5.68181818181818,-19.6834817012859
"Argentina",1990,35204,13423578,2736690,4.90504149172906,-18.8359277354846
"Argentina",1992,34838.8,12823907,2736690,4.68591875586932,-18.8359277354846
"Argentina",2002,32745.2,11499447,2736690,4.20195455093562,-18.8359277354846
"Argentina",2004,32112.4,14295801,2736690,5.22375607028929,-18.8359277354846
"Argentina",2000,33378,12400000,2736690,4.53102105097764,-18.8359277354846
"Argentina",2008,30846.8,14660284,2736690,5.35693995300893,-18.8359277354846
"Argentina",2010,30214,11882706,2736690,4.34199927649825,-18.8359277354846
"Argentina",2012,29767.2,11428791,2736690,4.17613650066321,-18.8359277354846
"Argentina",1998,33743.2,11280900,2736690,4.12209640112691,-18.8359277354846
"Argentina",1996,34108.4,12916716,2736690,4.71983162141127,-18.8359277354846
"Argentina",2018,28782.6,13452831,2736690,4.91573068195521,-18.8359277354846
"Argentina",2006,31479.6,13418824,2736690,4.9033043567229,-18.8359277354846
"Argentina",1994,34473.6,13200357,2736690,4.82347543930807,-18.8359277354846
"Argentina",2014,29320.4,12100979,2736690,4.42175730535793,-18.8359277354846
"Argentina",2016,28992.2,11720350,2736690,4.28267359474402,-18.8359277354846
"Australia",2002,131360.5,9050100,7682300,1.17804563737422,0.0917971171671769
"Australia",2008,129999.7,8652000,7682300,1.12622521900993,0.0917971171671769
"Australia",2010,129546.1,8273000,7682300,1.07689103523684,0.0917971171671769
"Australia",1998,132227.72,9320400,7682300,1.21323041276701,0.0917971171671769
"Australia",2004,130906.9,8803400,7682300,1.1459328586491,0.0917971171671769
"Australia",2000,131814.1,8649000,7682300,1.12583471095896,0.0917971171671769
"Australia",2006,130453.3,8854400,7682300,1.15257149551567,0.0917971171671769
"Australia",1996,132641.34,7934300,7682300,1.03280267628184,0.0917971171671769
"Australia",2012,130965.46,7977700,7682300,1.03845202608594,0.0917971171671769
"Australia",1992,133468.58,8716300,7682300,1.13459510823581,0.0917971171671769
"Australia",2018,133640.86,7913300,7692020,1.0287674759036,0.0917971171671769
"Australia",2016,133276.62,8796400,7692020,1.14357476969639,0.0917971171671769
"Australia",1994,133054.96,8281700,7682300,1.07802350858467,0.0917971171671769
"Australia",2014,132384.82,9896168,7682300,1.2881777592648,0.0917971171671769
"Australia",1990,133882.2,7938700,7682300,1.03337542142327,0.0917971171671769
"Austria",2008,3858.188,690974,82578,8.36753130373707,3.27041293333369
"Austria",2006,3853.176,682763,82580,8.26789779607653,3.27041293333369
"Austria",2012,3870.396,679772,82554,8.23427090147055,3.27041293333369
"Austria",1994,3800.658,738979,82580,8.94864373940421,3.27041293333369
"Austria",2014,3877.592,675905,82523,8.19050446542176,3.27041293333369
"Austria",1992,3788.164,858477,82580,10.3957011382901,3.27041293333369
"Austria",2010,3863.2,702333,82571,8.50580712356638,3.27041293333369
"Austria",2002,3843.152,707274,82580,8.56471300557036,3.27041293333369
"Austria",2004,3848.164,674070,82580,8.16263017679826,3.27041293333369
"Austria",2016,3884.782,686525,82520,8.31949830344159,3.27041293333369
"Austria",2018,3891.966,694230,82520,8.41286960736791,3.27041293333369
"Austria",1996,3813.152,768932,82580,9.31135868248971,3.27041293333369
"Austria",1990,3775.67,825459,82580,9.99587067086462,3.27041293333369
"Austria",2000,3838.14,671462,82580,8.13104868006781,3.27041293333369
"Austria",1998,3825.646,685101,82580,8.29620973601356,3.27041293333369
"Bahamas",1992,509.86,140,10010,0.013986013986014,0
"Bahamas",1998,509.86,105,10010,0.0104895104895105,0
"Bahamas",2008,509.86,113,10010,0.0112887112887113,0
"Bahamas",1994,509.86,104,10010,0.0103896103896104,0
"Bahamas",2000,509.86,102,10010,0.0101898101898102,0
"Bahamas",2014,509.86,112,10010,0.0111888111888112,0
"Bahamas",1990,509.86,190,10010,0.018981018981019,0
"Bahamas",1996,509.86,105,10010,0.0104895104895105,0
"Bahamas",2018,509.86,106,10010,0.0105894105894106,0
"Bahamas",2012,509.86,113,10010,0.0112887112887113,0
"Bahamas",2006,509.86,105,10010,0.0104895104895105,0
"Bahamas",2016,509.86,108,10010,0.0107892107892108,0
"Bahamas",2010,509.86,100,10010,0.00999000999000999,0
"Bahamas",2004,509.86,165,10010,0.0164835164835165,0
"Bahamas",2002,509.86,150,10010,0.014985014985015,0
"Bahrain",1996,0.31,6700,710,9.43661971830986,218.181818181818
"Bahrain",2002,0.4,12000,710,16.9014084507042,218.181818181818
"Bahrain",1998,0.34,7515,710,10.5845070422535,218.181818181818
"Bahrain",1994,0.28,6700,710,9.43661971830986,218.181818181818
"Bahrain",2000,0.37,7466,710,10.5154929577465,218.181818181818
"Bahrain",2008,0.49,8100,760,10.6578947368421,218.181818181818
"Bahrain",1992,0.25,7325,710,10.3169014084507,218.181818181818
"Bahrain",2016,0.62,7280,779,9.34531450577664,218.181818181818
"Bahrain",2012,0.552,8500,770,11.038961038961,218.181818181818
"Bahrain",2006,0.46,7300,740,9.86486486486486,218.181818181818
"Bahrain",2018,0.66,6255,780,8.01923076923077,218.181818181818
"Bahrain",2004,0.43,7291,730,9.98767123287671,218.181818181818
"Bahrain",2010,0.52,8500,762,11.1548556430446,218.181818181818
"Bahrain",1990,0.22,6669,690,9.66521739130435,218.181818181818
"Bahrain",2014,0.584,8915,771,11.5629053177691,218.181818181818
"Bangladesh",2000,1920.3281,2455000,130170,18.8599523699777,-1.92310696599021
"Bangladesh",1994,1920.3292,2411000,130170,18.5219328570331,-1.92310696599021
"Bangladesh",2004,1907.5337,2590000,130170,19.8970576937851,-1.92310696599021
"Bangladesh",2018,1883.4,2664613,130170,20.4702542828609,-1.92310696599021
"Bangladesh",2006,1901.1365,2630000,130170,20.2043481600983,-1.92310696599021
"Bangladesh",1998,1920.3285,2300000,130170,17.6692018130137,-1.92310696599021
"Bangladesh",2002,1913.9309,2550000,130170,19.5897672274718,-1.92310696599021
"Bangladesh",2016,1883.4,2677449,130170,20.5688637935008,-1.92310696599021
"Bangladesh",1996,1920.3289,2420000,130170,18.5910732119536,-1.92310696599021
"Bangladesh",1990,1920.33,2324000,130170,17.8535760928017,-1.92310696599021
"Bangladesh",2014,1884.3884,2721000,130170,20.903433970961,-1.92310696599021
"Bangladesh",2010,1888.342,2670000,130170,20.5116386264116,-1.92310696599021
"Bangladesh",2008,1894.7393,2653000,130170,20.3810401782285,-1.92310696599021
"Bangladesh",2012,1886.3652,2687000,130170,20.6422370745948,-1.92310696599021
"Bangladesh",1992,1920.3296,2348000,130170,18.0379503725897,-1.92310696599021
"Barbados",1990,6.3,4891,430,11.3744186046512,0
"Barbados",1994,6.3,4500,430,10.4651162790698,0
"Barbados",2014,6.3,736,430,1.71162790697674,0
"Barbados",1992,6.3,5200,430,12.093023255814,0
"Barbados",2006,6.3,950,430,2.2093023255814,0
"Barbados",2008,6.3,800,430,1.86046511627907,0
"Barbados",2004,6.3,1338,430,3.11162790697674,0
"Barbados",2016,6.3,861,430,2.00232558139535,0
"Barbados",2012,6.3,709,430,1.64883720930233,0
"Barbados",2010,6.3,840,430,1.95348837209302,0
"Barbados",2002,6.3,2155,430,5.01162790697674,0
"Barbados",2000,6.3,3960,430,9.2093023255814,0
"Barbados",2018,6.3,848,430,1.97209302325581,0
"Barbados",1998,6.3,3013,430,7.00697674418605,0
"Barbados",1996,6.3,4500,430,10.4651162790698,0
"Belize",2016,1321.674,7093,22810,0.31096010521701,-20.1858715149091
"Belize",2018,1299.362,8736,22810,0.3829899167032,-20.1858715149091
"Belize",2014,1344.542,7588,22810,0.33266111354669,-20.1858715149091
"Belize",2008,1404.972,8401,22810,0.368303375712407,-20.1858715149091
"Belize",1990,1600.03,7870,22810,0.345024112231477,-20.1858715149091
"Belize",2006,1418.554,8252,22810,0.361771153003069,-20.1858715149091
"Belize",2012,1367.966,8157,22810,0.357606313020605,-20.1858715149091
"Belize",1994,1543.738,7638,22810,0.334853134590092,-20.1858715149091
"Belize",2000,1459.3,7235,22810,0.317185444980272,-20.1858715149091
"Belize",1992,1571.884,8708,22810,0.381762384918895,-20.1858715149091
"Belize",2004,1432.136,13020,22810,0.570802279701885,-20.1858715149091
"Belize",1996,1515.592,7453,22810,0.326742656729505,-20.1858715149091
"Belize",2010,1391.39,7414,22810,0.325032880315651,-20.1858715149091
"Belize",2002,1445.718,9076,22810,0.397895659798334,-20.1858715149091
"Belize",1998,1487.446,7425,22810,0.325515124945199,-20.1858715149091
"Benin",2000,4135.15,163500,112760,1.44998226321391,-35.1591987839054
"Benin",1996,4415.15,141000,112760,1.25044341965236,-35.1591987839054
"Benin",2016,3335.15,198059,112760,1.75646505853139,-35.1591987839054
"Benin",1994,4555.15,159000,112760,1.4100744945016,-35.1591987839054
"Benin",1998,4275.15,180000,112760,1.59631074849237,-35.1591987839054
"Benin",2012,3535.15,189485,112760,1.68042745654487,-35.1591987839054
"Benin",1992,4695.15,149000,112760,1.3213905640298,-35.1591987839054
"Benin",1990,4835.15,140000,112760,1.24157502660518,-35.1591987839054
"Benin",2008,3735.15,185405,112760,1.64424441291238,-35.1591987839054
"Benin",2014,3435.15,196049,112760,1.73863958850656,-35.1591987839054
"Benin",2002,4035.15,178159,112760,1.57998403689252,-35.1591987839054
"Benin",2018,3235.15,199724,112760,1.77123093295495,-35.1591987839054
"Benin",2010,3635.15,187554,112760,1.66330258957077,-35.1591987839054
"Benin",2004,3935.15,180191,112760,1.59800461156438,-35.1591987839054
"Benin",2006,3835.15,183005,112760,1.62296026959915,-35.1591987839054
"Bhutan",1992,2526.576,65400,46723,1.39973888662971,8.71098487266229
"Bhutan",2008,2685.432,51844,38117,1.36012802686465,8.71098487266229
"Bhutan",2012,2709.246,51226,38117,1.34391478867697,8.71098487266229
"Bhutan",2006,2665.574,60000,38117,1.5741007949209,8.71098487266229
"Bhutan",2010,2705.29,54136,38117,1.42025867723063,8.71098487266229
"Bhutan",1994,2546.432,67700,39800,1.70100502512563,8.71098487266229
"Bhutan",1990,2506.72,63000,46723,1.34837232198275,8.71098487266229
"Bhutan",2014,2713.202,43786,38117,1.14872629010678,8.71098487266229
"Bhutan",2002,2625.858,55000,39800,1.38190954773869,8.71098487266229
"Bhutan",1998,2586.144,62000,39800,1.55778894472362,8.71098487266229
"Bhutan",2004,2645.716,60000,38117,1.5741007949209,8.71098487266229
"Bhutan",1996,2566.288,75000,39800,1.88442211055276,8.71098487266229
"Bhutan",2016,2717.16,42924,38144,1.12531459731544,8.71098487266229
"Bhutan",2018,2721.12,41130,38140,1.07839538542213,8.71098487266229
"Bhutan",2000,2606,58000,39800,1.4572864321608,8.71098487266229
"Botswana",2016,15727.9,150000,566730,0.264676300884019,-18.8739450214585
"Botswana",2006,16910.9,175000,566730,0.308789017698022,-18.8739450214585
"Botswana",2004,17147.5,175000,566730,0.308789017698022,-18.8739450214585
"Botswana",2012,16201.1,235000,566730,0.41465953805163,-18.8739450214585
"Botswana",2002,17384.1,145000,566730,0.255853757521218,-18.8739450214585
"Botswana",1990,18803.7,195955,566730,0.345764296931519,-18.8739450214585
"Botswana",2014,15964.5,160000,566730,0.28232138760962,-18.8739450214585
"Botswana",2000,17620.7,147859,566730,0.260898487816068,-18.8739450214585
"Botswana",1994,18330.5,195295,566730,0.34459972120763,-18.8739450214585
"Botswana",1998,17857.3,193595,566730,0.341600056464278,-18.8739450214585
"Botswana",2018,15491.3,170000,566730,0.299966474335221,-18.8739450214585
"Botswana",2010,16437.7,230000,566730,0.405836994688829,-18.8739450214585
"Botswana",1992,18567.1,265130,566730,0.467824184355866,-18.8739450214585
"Botswana",1996,18093.9,230055,566730,0.40593404266582,-18.8739450214585
"Botswana",2008,16674.3,180000,566730,0.317611561060823,-18.8739450214585
"Brazil",2004,535285.44,36500000,8358140,4.36700031346687,-15.669674544658
"Brazil",2002,543187.02,34500000,8358140,4.12771262505773,-15.669674544658
"Brazil",1992,581336.12,24400000,8358140,2.91930979859155,-15.669674544658
"Brazil",2006,527383.86,41225000,8358140,4.93231747733347,-15.669674544658
"Brazil",1990,588898,22500000,8358140,2.69198649460287,-15.669674544658
"Brazil",2010,511580.7,39400000,8358140,4.71396746166013,-15.669674544658
"Brazil",2018,499525.68,32042688,8358140,3.8337103709677,-15.669674544658
"Brazil",1998,558650.48,28187000,8358140,3.37240103659427,-15.669674544658
"Brazil",1994,573774.24,24600000,8358140,2.94323856743247,-15.669674544658
"Brazil",2000,551088.6,31143800,8358140,3.72616395513834,-15.669674544658
"Brazil",1996,566212.36,25008000,8358140,2.99205325586793,-15.669674544658
"Brazil",2012,508502.34,40205000,8358140,4.81028075624481,-15.669674544658
"Brazil",2008,519482.28,40438000,8358140,4.83815777194448,-15.669674544658
"Brazil",2016,502431.76,37595000,8358140,4.49801032287088,-15.669674544658
"Brazil",2014,505423.98,40385000,8358140,4.83181664820163,-15.669674544658
"Bulgaria",2000,3375,333900,110630,3.01816867034258,17.0123234144875
"Bulgaria",2010,3737,138532,108560,1.27608695652174,17.0123234144875
"Bulgaria",2006,3592.2,162309,108630,1.4941452637393,17.0123234144875
"Bulgaria",2008,3664.6,135267,108610,1.24543780499033,17.0123234144875
"Bulgaria",2004,3519.8,224164,108760,2.06108863552777,17.0123234144875
"Bulgaria",2014,3813.8,127148,108560,1.17122328666175,17.0123234144875
"Bulgaria",2012,3775.4,142899,108560,1.31631355932203,17.0123234144875
"Bulgaria",2002,3447.4,164977,108800,1.51633272058824,17.0123234144875
"Bulgaria",1996,3355.8,417000,110630,3.76932116062551,17.0123234144875
"Bulgaria",1994,3346.2,474521,110630,4.28926150230498,17.0123234144875
"Bulgaria",1992,3336.6,636560,110630,5.75395462351984,17.0123234144875
"Bulgaria",2018,3869,113560,108560,1.04605747973471,17.0123234144875
"Bulgaria",1998,3365.4,300000,110630,2.71174184217662,17.0123234144875
"Bulgaria",1990,3327,578199,110630,5.22642140468227,17.0123234144875
"Bulgaria",2016,3845,188655,108560,1.7377947678703,17.0123234144875
"Burkina Faso",2004,7016.5,969508,273600,3.54352339181287,-19.4412046756344
"Burkina Faso",1998,7316.52,599543,273600,2.19131213450292,-19.4412046756344
"Burkina Faso",1990,7716.6,501800,273600,1.83406432748538,-19.4412046756344
"Burkina Faso",1994,7516.56,553917,273600,2.02455043859649,-19.4412046756344
"Burkina Faso",1992,7616.58,532467,273600,1.94615131578947,-19.4412046756344
"Burkina Faso",1996,7416.54,576277,273600,2.10627558479532,-19.4412046756344
"Burkina Faso",2002,7116.5,648970,273600,2.37196637426901,-19.4412046756344
"Burkina Faso",2000,7216.5,623769,273600,2.27985745614035,-19.4412046756344
"Burkina Faso",2018,6316.4,1189504,273600,4.34760233918129,-19.4412046756344
"Burkina Faso",2012,6616.46,1135908,273600,4.15171052631579,-19.4412046756344
"Burkina Faso",2016,6416.4,1152054,273600,4.21072368421053,-19.4412046756344
"Burkina Faso",2014,6516.42,1150243,273600,4.20410453216374,-19.4412046756344
"Burkina Faso",2008,6816.5,1049415,273600,3.83558114035088,-19.4412046756344
"Burkina Faso",2010,6716.5,1091805,273600,3.99051535087719,-19.4412046756344
"Burkina Faso",2006,6916.5,1008671,273600,3.68666301169591,-19.4412046756344
"Burundi",1994,243.464,44000,25680,1.71339563862928,1.1429398148148
"Burundi",2018,279.64,68376,25680,2.66261682242991,1.1429398148148
"Burundi",2008,193.94,48691,25680,1.89606697819315,1.1429398148148
"Burundi",2000,193.94,29276,25680,1.14003115264798,1.1429398148148
"Burundi",2012,228.22,60339,25680,2.34964953271028,1.1429398148148
"Burundi",1992,259.972,51000,25680,1.98598130841122,1.1429398148148
"Burundi",2004,193.94,36840,25680,1.43457943925234,1.1429398148148
"Burundi",2006,193.94,60003,25680,2.33656542056075,1.1429398148148
"Burundi",1996,226.956,30000,25680,1.16822429906542,1.1429398148148
"Burundi",1990,276.48,60000,25680,2.33644859813084,1.1429398148148
"Burundi",2016,279.64,53591,25680,2.0868769470405,1.1429398148148
"Burundi",2002,193.94,38877,25680,1.51390186915888,1.1429398148148
"Burundi",2014,262.5,50232,25680,1.95607476635514,1.1429398148148
"Burundi",1998,210.448,32000,25680,1.24610591900312,1.1429398148148
"Burundi",2010,193.94,39000,25680,1.51869158878505,1.1429398148148
"Cambodia",2000,10781,472500,176520,2.67675050985724,-26.6831079920653
"Cambodia",2004,10704.292,456000,176520,2.58327668252889,-26.6831079920653
"Cambodia",1996,10870.516,340000,176520,1.92612735100838,-26.6831079920653
"Cambodia",1994,10915.274,300000,176520,1.69952413324269,-26.6831079920653
"Cambodia",1992,10960.032,276000,176520,1.56356220258328,-26.6831079920653
"Cambodia",1990,11004.79,235000,176520,1.33129390437344,-26.6831079920653
"Cambodia",2002,10742.646,445000,176520,2.52096079764333,-26.6831079920653
"Cambodia",2006,10665.938,502000,176520,2.84387038295944,-26.6831079920653
"Cambodia",2008,10627.584,520000,176520,2.945841830954,-26.6831079920653
"Cambodia",2016,8691.13,468436,176520,2.65372762293225,-26.6831079920653
"Cambodia",2010,10589.23,524000,176520,2.96850215273057,-26.6831079920653
"Cambodia",2014,9195.302,466792,176520,2.64441423068208,-26.6831079920653
"Cambodia",2018,8379.75,469137,176520,2.65769884432359,-26.6831079920653
"Cambodia",1998,10825.758,348000,176520,1.97144799456152,-26.6831079920653
"Cambodia",2012,9892.266,530000,176520,3.00249263539542,-26.6831079920653
"Cameroon",1994,22138.996,517000,472710,1.09369380804299,-9.59786666666667
"Cameroon",2012,20788.48,775000,472710,1.63948298110893,-9.59786666666667
"Cameroon",1990,22500,517000,472710,1.09369380804299,-9.59786666666667
"Cameroon",1992,22319.498,517000,472710,1.09369380804299,-9.59786666666667
"Cameroon",2010,20900.48,680000,472710,1.43851409955364,-9.59786666666667
"Cameroon",2002,21458.088,620000,472710,1.31158638488714,-9.59786666666667
"Cameroon",1998,21777.992,533000,472710,1.12754119862072,-9.59786666666667
"Cameroon",2018,20452.48,793183,472710,1.67794842503861,-9.59786666666667
"Cameroon",2004,21318.686,650000,472710,1.37505024222039,-9.59786666666667
"Cameroon",2006,21179.284,650000,472710,1.37505024222039,-9.59786666666667
"Cameroon",1996,21958.494,509000,472710,1.07677011275412,-9.59786666666667
"Cameroon",2008,21039.882,755000,472710,1.59717374288676,-9.59786666666667
"Cameroon",2014,20676.48,812863,472710,1.71958071544922,-9.59786666666667
"Cameroon",2016,20564.48,782461,472710,1.6552664424277,-9.59786666666667
"Cameroon",2000,21597.49,647000,472710,1.36870385648706,-9.59786666666667
"Canada",1996,347990.354,3506200,8965590,0.391072980138507,-0.386142557792251
"Canada",2012,347239.61,3962400,8965590,0.441956413353722,-0.386142557792251
"Canada",2006,347514.114,4155000,8965590,0.463438546710256,-0.386142557792251
"Canada",2016,347078.188,3091700,8965590,0.34484066302385,-0.386142557792251
"Canada",2010,347322.21,3745600,8965590,0.417775071133077,-0.386142557792251
"Canada",2008,347418.162,3843900,8965590,0.42873921292408,-0.386142557792251
"Canada",1990,348272.93,3354300,8965590,0.374130425326164,-0.386142557792251
"Canada",2014,347157.01,3165500,8965590,0.35307213468383,-0.386142557792251
"Canada",2002,347706.018,3836700,8965590,0.427936142518228,-0.386142557792251
"Canada",1998,347896.162,3755500,8965590,0.418879292941123,-0.386142557792251
"Canada",2004,347610.066,4438400,8965590,0.49504829018503,-0.386142557792251
"Canada",2018,347003.144,3464700,8965590,0.386444171549223,-0.386142557792251
"Canada",1992,348178.738,3231900,8965590,0.360478228426685,-0.386142557792251
"Canada",2000,347801.97,3836100,8965590,0.427869219984407,-0.386142557792251
"Canada",1994,348084.546,3064300,8965590,0.341784533979359,-0.386142557792251
"Central African Republic",1994,23083,314000,622980,0.504029021798453,-3.87880877472741
"Central African Republic",2006,22723,508000,622980,0.815435487495586,-3.87880877472741
"Central African Republic",2010,22603,550000,622980,0.882853382131048,-3.87880877472741
"Central African Republic",2016,22423,592761,622980,0.951492824809785,-3.87880877472741
"Central African Republic",1998,22963,370000,622980,0.593919547979068,-3.87880877472741
"Central African Republic",2008,22663,525000,622980,0.842723682943273,-3.87880877472741
"Central African Republic",2002,22843,420000,622980,0.674178946354618,-3.87880877472741
"Central African Republic",1992,23143,308000,622980,0.494397893993387,-3.87880877472741
"Central African Republic",2012,22543,582000,622980,0.934219397091399,-3.87880877472741
"Central African Republic",2004,22783,485000,622980,0.778516164242833,-3.87880877472741
"Central African Republic",2000,22903,400000,622980,0.642075187004398,-3.87880877472741
"Central African Republic",1996,23023,350000,622980,0.561815788628848,-3.87880877472741
"Central African Republic",1990,23203,312000,622980,0.500818645863431,-3.87880877472741
"Central African Republic",2018,22363,610899,622980,0.9806077241645,-3.87880877472741
"Central African Republic",2014,22483,585924,622980,0.940518154675913,-3.87880877472741
"Chad",2006,5859.2,2009000,1259200,1.59545743329098,-35.9138187221397
"Chad",1994,6579.2,1080000,1259200,0.857687420584498,-35.9138187221397
"Chad",2004,6023.8,1812000,1259200,1.43900889453621,-35.9138187221397
"Chad",1990,6730,475000,1259200,0.377223634053367,-35.9138187221397
"Chad",2002,6188.4,1634000,1259200,1.29764930114358,-35.9138187221397
"Chad",1992,6654.6,974000,1259200,0.773506988564168,-35.9138187221397
"Chad",2012,5274,2740000,1259200,2.17598475222363,-35.9138187221397
"Chad",2014,5018,3039000,1259200,2.41343710292249,-35.9138187221397
"Chad",2008,5694.6,2228000,1259200,1.76937738246506,-35.9138187221397
"Chad",1996,6503.8,1198000,1259200,0.951397712833545,-35.9138187221397
"Chad",2018,4543.8,3654026,1259200,2.90186308767471,-35.9138187221397
"Chad",1998,6428.4,1329000,1259200,1.05543202033037,-35.9138187221397
"Chad",2000,6353,1473000,1259200,1.16979034307497,-35.9138187221397
"Chad",2010,5530,2471000,1259200,1.96235705209657,-35.9138187221397
"Chad",2016,4774.6,3312723,1259200,2.63081559720457,-35.9138187221397
"Chile",2004,16180.34,821229,743532,1.10449718371234,19.445364537044
"Chile",2014,17421.916,892749,743532,1.20068672229306,19.445364537044
"Chile",2012,17073.588,762129,743532,1.02501170090864,19.445364537044
"Chile",2010,16725.26,819372,743532,1.10199964493794,19.445364537044
"Chile",2002,15998.7,800400,743532,1.07648359451913,19.445364537044
"Chile",1998,15702.858,1050000,743532,1.41217862849212,19.445364537044
"Chile",2008,16543.62,1004773,743532,1.35135138770087,19.445364537044
"Chile",2006,16361.98,950468,743532,1.27831485396728,19.445364537044
"Chile",2018,17964.852,753747,743532,1.01373848065719,19.445364537044
